,day sin,day cos,year sin,year cos,0x16cb02173ebf3059efdc97fd1819f14a2
0,0.26105238444517453,-1.982889722746953,-1.2711658765987401,-1.544065191036621,0.41688771745206554
1,0.1308062584607632,-1.9957178464771756,-1.2714425458679781,-1.543837378922001,0.476670481531373
2,1.0392970364112039e-11,-2.0,-1.271719174309847,-1.543609517233125,0.4844069728342911
3,-0.13080625845454252,-1.9957178464775835,-1.2719957619154638,-1.5433816059773093,0.5453307613292245
4,-0.2610523844389938,-1.9828897227477669,-1.272272308675947,-1.543153645161873,0.5206172097816911
5,-0.39018064402143476,-1.9615705608086136,-1.2725488145824164,-1.5429256347941356,0.34454504067651265
6,-0.5176380901988628,-1.9318516525797922,-1.2728252796259933,-1.5426975748814191,0.35171101977161773
7,-0.6428789306046568,-1.893860258990777,-1.2731017037978,-1.5424694654310467,0.49642230569580575
8,-0.7653668647193936,-1.8477590650270412,-1.2733780870889602,-1.5422413064503429,0.3468443777564859
9,-0.8845773804316908,-1.7937454830684894,-1.273654429490599,-1.5420130979466347,0.4338302011992379
10,-0.999999999997921,-1.7320508075700776,-1.2739307309938424,-1.5417848399272496,0.4384807401053492
11,-1.1111404660289645,-1.6629392246119326,-1.2742069915898184,-1.5415565323995173,0.4454565484645167
12,-1.2175228580113495,-1.5867066805871446,-1.274483211269656,-1.5413281753707693,0.3684979092802954
13,-1.318691630197851,-1.50367961495996,-1.2747593900244856,-1.541099768848338,0.471700110023912
14,-1.4142135623639336,-1.4142135623822565,-1.2750355278454384,-1.5408713128395584,0.4637993803581388
15,-1.5036796149524696,-1.3186916302063925,-1.2753116247236478,-1.5406428073517657,0.408926478915767
16,-1.5867066805802288,-1.2175228580203625,-1.2755876806502915,-1.5404142523922617,-0.13006060735332756
17,-1.662939224605621,-1.1111404660384105,-1.2758636956164173,-1.5401856479684577,-0.34971645148567027
18,-1.7320508075643972,-1.0000000000077598,-1.2761396696132064,-1.5399569940876585,-0.7619806746254058
19,-1.7937454830634645,-0.8845773804418798,-1.2764156026317965,-1.5397282907572063,0.40036879579857265
20,-1.8477590650226936,-0.7653668647298895,-1.2766914946633274,-1.539499537984445,0.5446997402508859
21,-1.8938602589871252,-0.6428789306154146,-1.2769673456989397,-1.53927073577672,0.5492724820377501
22,-1.9318516525768519,-0.5176380902098363,-1.2772431557297756,-1.5390418841413784,0.5089303536458865
23,-1.9615705608063971,-0.3901806440325772,-1.2775189247469787,-1.5388129830857689,0.46595176732397864
24,-1.982889722746284,-0.26105238445025736,-1.2777946527416937,-1.538584032617242,0.47972185743073636
25,-1.9957178464768404,-0.1308062584658789,-1.2780703397050666,-1.5383550327431492,0.44470450964512687
26,-2.0,-9.67743438934224e-13,-1.2783459856282446,-1.538125983470844,0.4123236197895622
27,-1.9957178464779188,0.1308062584494268,-1.278621590502377,-1.5378968848076817,0.5360642600144444
28,-1.9828897227484361,0.261052384433911,-1.2788971543186132,-1.5376677367610185,0.5255616489160697
29,-1.9615705608067746,0.39018064403067887,-1.279172677068105,-1.5374385393382128,0.562212736205871
30,-1.9318516525811191,0.5176380901939107,-1.2794481587420048,-1.5372092925466245,0.3832447854398238
31,-1.893860258992425,0.6428789305998022,-1.2797235993314666,-1.5369799963936146,0.45283863066864144
32,-1.8477590650234343,0.7653668647281013,-1.2799989988276461,-1.5367506508865463,0.6133686641730978
33,-1.7937454830707567,0.8845773804270928,-1.2802743572216995,-1.536521256032784,0.3474926870835463
34,-1.7320508075726408,0.9999999999934812,-1.2805496745047846,-1.536291811839694,0.37338183954414866
35,-1.6629392246066963,1.1111404660368014,-1.2808249506680613,-1.5360623183146438,0.43197171446166527
36,-1.5867066805902657,1.2175228580072823,-1.2811001857026898,-1.5358327754650027,0.5478202691451353
37,-1.5036796149633405,1.3186916301939966,-1.281375379599832,-1.5356031832981418,0.4662975322984105
38,-1.414213562375592,1.4142135623705983,-1.281650532350651,-1.5353735418214334,0.3251562697352335
39,-1.3186916301993064,1.503679614958684,-1.2819256439463118,-1.5351438510422513,0.35332747102708756
40,-1.21752285802443,1.5867066805771077,-1.2822007143779799,-1.5349141109679714,0.23985605054283823
41,-1.1111404660426734,1.6629392246027728,-1.2824757436368228,-1.5346843216059707,0.2950660728352814
42,-0.9999999999995972,1.73205080756911,-1.2827507317140086,-1.5344544829636282,0.3384682212508688
43,-0.8845773804464778,1.793745483061197,-1.2830256786007075,-1.5342245950483242,0.2197671055283342
44,-0.765366864734626,1.8477590650207318,-1.283300584288134,-1.533994657867404,0.39401536439338336
45,-0.6428789306064896,1.8938602589901548,-1.2835754487673736,-1.5337646714283242,0.3192350445480841
46,-0.5176380902147883,1.931851652575525,-1.2838502720296436,-1.5335346357384334,0.2985842314501277
47,-0.39018064403760533,1.961570560805397,-1.2841250540661193,-1.5333045508051186,0.39753352300822964
48,-0.2610523844409128,1.9828897227475142,-1.2843997948679768,-1.5330744166357675,0.2997252558657536
49,-0.1308062584709946,1.995717846476505,-1.2846744944263944,-1.5328442332377703,0.3661553515785179
50,-6.0944317421232616e-12,2.0,-1.2849491527325507,-1.5326140006185185,0.36584416310152906
51,0.13080625845883184,1.9957178464773024,-1.2852237697776263,-1.532383718785405,0.25736040237346264
52,0.26105238442882817,1.9828897227491051,-1.285498345552803,-1.5321533877458242,0.4664790589099873
53,0.39018064402565067,1.961570560807775,-1.285772880049264,-1.5319230075071726,0.18583027328782495
54,0.5176380902030148,1.9318516525786797,-1.2860473732581936,-1.5316925780768478,0.25742955536834894
55,0.6428789305949476,1.8938602589940727,-1.2863218251707773,-1.5314620994622492,0.3311120714198262
56,0.7653668647233649,1.8477590650253963,-1.2865962357782026,-1.5312315716707776,0.3259947497982314
57,0.8845773804355459,1.793745483066588,-1.2868706050716576,-1.5310009947098355,-0.1902323570288712
58,0.9999999999890413,1.7320508075752044,-1.287144933042332,-1.5307703685868272,0.1529998889654986
59,1.1111404660325386,1.6629392246095445,-1.287419219681417,-1.530539693309158,0.18015972770713878
