time,tavg_mean,tavg_std,tmin_mean,tmin_std,tmax_mean,tmax_std,prcp_mean,prcp_std,snow_mean,snow_std,wdir_mean,wdir_std,wspd_mean,wspd_std,wpgt_mean,wpgt_std,pres_mean,pres_std,tsun_mean,tsun_std
2011-10-01,15.972023809523808,1.4789816601036783,9.010860655737705,2.2765623236356856,24.80184426229508,2.162090943692374,0.0009297520661157025,0.009602396672807257,0.1072961373390558,2.3162052730603975,138.16307692307691,78.73127773367155,5.465777777777777,2.742608971080997,17.97087378640777,5.235910358433707,1026.4857142857143,1.041293690346618,630.4344827586207,77.77968297467909
2011-10-02,15.799802371541501,1.457333778872867,9.058486707566463,2.3119997377206776,24.462576687116567,2.0411369548342,0.0008255933952528381,0.009053304341954687,0.08583690987124463,1.8529642184483173,180.37589743589746,79.65003791451227,5.394222222222222,2.838308167547748,18.304830917874394,6.103633793158074,1024.5684210526315,1.1771698029338684,608.3092783505155,72.8492104647641
2011-10-03,16.016110019646366,1.5268385701729954,9.72704918032787,2.674383365884567,23.25594262295082,1.9361909124019363,0.01274409044193217,0.067601267417868,0.0,0.0,215.59030612244896,48.946976627075244,9.659911894273128,6.057572310182355,27.531578947368423,9.676058772058179,1020.9080952380953,2.613652266982733,463.5821917808219,192.57667752469695
2011-10-04,16.212180746561884,1.705390065161923,11.268852459016394,2.8050799317973385,21.993032786885248,2.662191093792361,0.03545734840698869,0.1217445272595577,0.0,0.0,234.01658291457287,31.766763273437455,14.707017543859648,7.999159860050999,39.78403755868545,11.418692414257107,1019.1245192307692,3.5000931332834786,417.1126279863481,202.28158594202472
2011-10-05,15.239019607843137,1.6138603427501435,12.259795918367347,2.4177420128878717,18.277142857142856,1.8980691943832488,0.2827338129496403,1.0221869599682687,0.0,0.0,237.42068965517242,23.91471574627204,15.577391304347827,8.5212250884356,39.43632075471698,12.012132557505904,1018.7208530805688,3.8569221916702308,64.76712328767124,111.0450848717327
2011-10-06,13.959649122807019,1.6291022360167378,8.119959266802445,1.6693175919600252,18.828105906313645,2.429181494170026,6.776078028747433,4.585166733653834,0.0,0.0,227.76386138613861,15.81887313320931,21.150000000000002,9.702892139966737,62.69345794392523,12.535027138278473,1009.2218604651164,4.95482737131226,198.40955631399316,179.79942071426717
2011-10-07,8.397445972495088,1.8566472829792355,6.10734693877551,1.7929728492307255,11.551020408163266,2.258926618526001,6.49349173553719,7.50848737260334,0.42283298097251587,6.624849439255824,249.9128078817734,26.17537262725747,19.10349344978166,8.109264034477972,50.892857142857146,12.78622525966821,1009.1671361502348,4.352244028134551,168.5938566552901,88.25299616439706
2011-10-08,7.232612966601179,2.041469009811443,4.317922606924643,2.0818370425057546,10.276374745417515,2.4796995979380174,6.8546955624355,6.6314646562254564,1.634819532908705,19.56120721156406,279.0895,24.46657528714235,19.34695652173913,8.663166234817101,51.95333333333334,13.177257243180415,1012.0844339622641,4.121713760395321,156.41095890410958,111.12580228944374
2011-10-09,7.0744140625,2.0924591213680577,2.8535641547861506,2.1329012830228833,11.514052953156822,2.3001743654505753,3.9888090349075975,3.385773394425152,3.949044585987261,47.14971124367397,244.57397959183675,33.10200530728742,12.97381974248927,5.8069408159357865,40.06028037383177,12.776815193693276,1019.3080568720379,3.0551878621358872,300.67576791808875,119.73220973397916
2011-10-10,12.822396856581532,2.2926382851993345,8.30266393442623,2.908716115262784,16.323360655737705,2.2118746583288273,6.596711202466598,7.018626707549409,3.0105263157894737,42.08177059474892,233.47960199004976,29.70396660112578,21.078070175438597,8.718780769671369,53.25981308411215,12.705104957601797,1013.720673076923,5.495154257864466,35.18088737201365,75.42744433880712
2011-10-11,13.601960784313725,1.661311787426021,10.998975409836065,2.1043952672614807,15.924590163934425,2.547521611579306,5.7216855087358685,7.473888182435228,1.4767932489451476,32.15206485222377,254.63564356435646,16.79358491686284,22.867532467532467,9.527681978572272,55.49905660377358,14.014352800391547,1014.5190476190476,5.4239958652312055,114.96907216494846,182.15585143657736
2011-10-12,10.912280701754385,2.106070389030868,8.097154471544716,2.534140014593607,13.309756097560975,2.1221233893668803,6.6514902363823225,8.625353236588234,1.2236286919831223,26.640282306128263,263.0925742574257,48.14655584884968,16.398712446351933,8.08719976624776,41.50660377358491,12.447251881690256,1018.2471698113208,2.574600969300187,123.9041095890411,172.6099362323792
2011-10-13,8.333268101761252,1.8138975705943154,3.6822448979591837,2.3309228846305854,12.59938775510204,2.0574816422593463,1.3560574948665298,3.273635576503519,1.2605042016806722,27.50095491084634,213.8691919191919,133.59125898619368,9.91404255319149,4.968414620815711,28.349302325581398,8.546808278765035,1027.643661971831,1.2984459936422565,297.82191780821915,194.25273808457393
2011-10-14,5.54047619047619,1.8983378131176487,0.9540041067761807,2.0596903818581334,11.182546201232032,2.207274562267101,0.0,0.0,1.271186440677966,27.617238536949703,97.62777777777778,98.43577042724455,9.246929824561404,5.253766364911952,27.37867298578199,9.480630386021915,1033.8302884615384,1.8556080070449403,493.4639175257732,113.50327917386686
2011-10-15,5.131818181818182,1.5294454617089264,-0.17627811860940695,2.0538372853326727,11.701431492842536,1.6078629781374998,0.0004123711340206186,0.010150317677998292,1.1652542372881356,25.31580199220388,111.93891625615763,51.49050198686441,10.903478260869566,5.89161094709478,29.027142857142856,9.287223122590333,1031.6204761904762,2.2299633661256983,576.5773195876288,75.38368547337842
2011-10-16,6.418786692759295,1.4034129601666598,0.733265306122449,2.152521599002481,13.505714285714285,1.9094019877752952,0.0006160164271047228,0.009046550286721002,1.0593220338983051,23.014365447458086,136.15353535353537,43.55895663550575,10.623504273504274,5.832122356970655,29.310280373831773,9.505258584914555,1027.0471698113208,1.8585377500023748,569.6109215017065,93.74257313141462
2011-10-17,7.182711198428291,1.805387747382254,1.993223819301848,2.4225822186626496,13.005133470225873,2.0991950085199647,0.07348406988694758,0.5153566516483842,0.9453781512605042,20.625716183134752,187.84923857868023,43.471780219329496,10.085714285714287,5.63125704444586,30.05258215962441,11.43063804979973,1021.8483253588516,2.6255053669902098,330.1849315068493,183.9426364872069
2011-10-18,9.5154296875,1.5358648484224977,4.479022403258655,2.148038464840852,15.993482688391039,2.964779354629696,3.349845837615622,4.338865471183978,0.8421052631578947,18.35325870964494,210.74120603015075,30.252020728111777,18.464957264957267,9.771112862140601,53.4793427230047,16.640061500359913,1011.126066350711,4.747343435103107,242.58904109589042,174.307098401153
2011-10-19,6.611198428290766,1.8380954329916948,3.7993865030674847,1.9801731460718315,10.178527607361964,2.4110676075019732,4.154226804123711,5.063062341976856,0.7578947368421053,16.06468713587994,242.68232323232323,34.26683351054124,16.272608695652174,8.526828309826081,42.93554502369668,15.137424988972628,1014.0802816901409,4.163972377191256,137.46757679180888,131.8512671558935
2011-10-20,4.931311154598826,1.823280291836891,1.2028571428571428,2.280322152822798,8.832040816326531,2.1757197803825292,0.7594650205761317,1.6972938180071884,3.4526315789473685,29.134407146345765,249.87208121827413,25.601091778247806,12.768803418803419,6.84577569848587,35.66542056074766,11.380191197876792,1023.3380281690141,3.1453034558515207,208.62798634812287,105.09428986404171
2011-10-21,3.485375494071146,2.2650210493005383,-0.3422997946611909,2.4949449403979314,8.798973305954826,2.3385345410528973,0.01455108359133127,0.09537241987326132,1.7970401691331923,25.47732939801066,170.8826530612245,76.67694873148854,9.449122807017543,5.942481209695434,26.566190476190474,9.218934632213141,1027.8643192488264,2.0764047601054654,357.8835616438356,149.78527633650236
2011-10-22,3.504158415841584,2.0838862444040775,-1.1069529652351737,2.4708117236250255,9.578936605316974,2.218787628189246,0.0009287925696594427,0.020559430249830143,1.3800424628450105,23.48394528088583,132.4795,47.84670590626282,11.307929515418502,6.262921413540015,30.850480769230767,9.596426456443456,1025.0412322274883,1.9554944322051182,506.54794520547944,104.3657382254873
2011-10-23,4.135433070866142,1.9629216866140886,-1.026488706365503,2.4633228485417646,10.529363449691992,2.312201533478111,0.001540041067761807,0.025398973411498806,1.167728237791932,22.344390960178515,128.77397959183673,51.32179210732293,12.15108225108225,6.3664942333783765,32.428638497652585,10.08658162104213,1020.4469194312795,2.2771593599527766,513.2764505119454,101.56674382085743
2011-10-24,6.713111545988259,1.6276303915369317,1.782857142857143,2.503280465296399,11.818979591836735,2.1860467956175342,0.03418891170431211,0.16281033057291072,1.0294117647058822,20.70319518870629,107.16218905472635,29.57449007479384,18.972961373390557,9.440174525493552,47.92910798122065,13.368531680588148,1014.3411483253587,3.902222076784992,334.6075085324232,197.61738200233364
2011-10-25,8.242105263157894,1.396753019223701,5.1138211382113825,2.4041571329424642,11.338617886178863,1.723000189813973,0.16649537512846865,0.39064122292789977,0.8403361344537815,18.333969940564224,100.47878787878787,36.461367560907924,18.062393162393164,10.117721049067042,44.439436619718315,14.279165574095222,1009.1504672897197,3.5566343174325645,146.25255972696246,115.68689010896134
2011-10-26,8.837254901960785,1.328257316466966,4.609795918367348,2.423349681772507,12.946938775510205,1.988494723185746,0.4998969072164948,1.0759832375280785,0.8,17.435595774162685,171.2718592964824,47.39349475946519,10.594849785407725,5.845553062143763,32.45962441314554,11.00757731514229,1013.9990476190476,1.699478965360368,166.34129692832764,163.79169311637466
