,day sin,day cos,year sin,year cos,0x16cb02173ebf3059efdc97fd1819f14a2
0,0.6294095225524214,0.017037086855776984,0.8347359895933434,0.8714186549851328,0.2527610856563086
1,0.5975451610081061,0.009607359798393111,0.8348025408053374,0.8713586658074514,0.3631069992468671
2,0.5652630961125257,0.0042775693134239345,0.8348690812664666,0.8712986647050491,0.4884175504139012
3,0.5327015646164308,0.0010705383807873559,0.8349356109745943,0.8712386516798529,0.6257484031692534
4,0.500000000000203,0.0,0.8350021299275843,0.8711786267337898,0.7718727887509461
5,0.4672984353876044,0.0010705383805228452,0.8350686381233002,0.8711185898687869,0.9233573227934273
6,0.4347369038914836,0.004277569312896079,0.8351351355596068,0.8710585410867724,1.0766426771882904
7,0.40245483899229206,0.009607359798313897,0.8352016222343686,0.8709984803896744,1.2281272112311998
8,0.3705904774514847,0.01703708685473032,0.8352680981454506,0.8709384077794217,1.3742515968137385
9,0.3392802673500126,0.02653493525190631,0.8353345632907182,0.8708783232579431,1.5115824495703352
10,0.3086582838179387,0.038060233744156347,0.8354010176680372,0.870818226827168,1.6368930007389824
11,0.27885565489319186,0.051563629232328045,0.8354674612752737,0.8707581184890262,1.7472389143314848
12,0.25000000000159595,0.06698729810685922,0.8355338941103045,0.8706979982454383,1.8400274681668285
13,0.2222148834907673,0.08426519384834757,0.8356003161709755,0.8706378660983538,1.9130784733175772
14,0.19561928549814855,0.10332332985245729,0.8356667274551643,0.8705777220496942,1.964675500459582
15,0.17032709245147154,0.12408009625919059,0.8357331279607383,0.8705175661013909,1.993606209670297
16,0.1464466094073229,0.14644660940612958,0.8357995176855654,0.8704573982553752,1.999190835937926
17,0.12408009626030331,0.17032709245020272,0.8358658966275136,0.8703972185135795,1.9812981611332148
18,0.10332332985569936,0.19561928549392343,0.8359322647844515,0.8703370268779361,1.94034859715669
19,0.08426519384928521,0.22221488348936408,0.8359986221542479,0.8702768233503778,1.8773043077912188
20,0.06698729810770304,0.25000000000013445,0.8360649687347721,0.870216607932838,1.793646601423437
21,0.051563629234683495,0.27885565488841546,0.8361313045238936,0.8701563806272499,1.6913411257442315
22,0.03806023374480216,0.3086582838163795,0.8361976295194823,0.8700961414355477,1.5727916822772783
23,0.026534935252448766,0.3392802673484145,0.8362639437194084,0.8700358903596657,1.4407837459049795
24,0.017037086856108663,0.37059047744634055,0.8363302471215424,0.8699756274015387,1.2984190164914253
25,0.009607359798643189,0.40245483899063683,0.8363965397237554,0.8699153525631018,1.1490425403154456
26,0.004277569313116347,0.43473690388981046,0.8364628215239185,0.8698550658462904,0.9961641138956083
27,0.0010705383808711777,0.4672984353822902,0.8365290925199034,0.8697947672530404,0.8433758166580176
28,0.0,0.49999999999851535,0.8365953527095822,0.869734456785288,0.6942676103252606
29,0.0010705383806769442,0.5327015646147468,0.8366616020908269,0.8696741344449699,0.5523429880505195
30,0.004277569312728768,0.5652630961072457,0.8367278406615104,0.8696138002340232,0.4209366552561562
31,0.009607359798063875,0.5975451610064508,0.8367940684195058,0.8695534541543852,0.30313617630125855
32,0.017037086855340167,0.6294095225507913,0.8368602853626862,0.8694930962079936,0.20170942817630746
33,0.026534935251494307,0.6607197326487737,0.8369264914889254,0.8694327263967867,0.11903956554693061
34,0.03806023374366585,0.6913417161808773,0.8369926867960975,0.869372344722703,0.05706902541790374
35,0.05156362923337021,0.7211443451089214,0.8370588712820769,0.8693119511876813,0.0172538870244408
36,0.0669872981062184,0.749999999997294,0.8371250449447383,0.8692515457936612,0.0005296593385554159
37,0.08426519384763553,0.7777851165081671,0.8371912077819568,0.869191128542582,0.007289300052911023
38,0.10332332985389175,0.8043807145037208,0.8372573597916079,0.8691306994363839,0.03737398253320069
39,0.12408009625834548,0.8296729075475648,0.8373235009715672,0.8690702584770074,0.09007682764998118
40,0.1464466094052233,0.8535533905917708,0.8373896313197216,0.8690098056663838,0.16415951283495742
41,0.1703270924492391,0.8759199037388516,0.8374557508339264,0.8689493410064734,0.2578813680961927
42,0.19561928549579283,0.8966766701457352,0.837521859512069,0.8688888644992081,0.3690402753345543
43,0.22221488348829838,0.9157348061500028,0.8375879573520266,0.8688283761465301,0.4950244100444345
44,0.24999999999902445,0.9330127018916561,0.8376540443516767,0.8687678759503814,0.6328736094978681
45,0.27885565489052877,0.9484363707663587,0.8377201205088971,0.8687073639127052,0.7793489256963864
46,0.3086582838151954,0.9619397662547073,0.8377861858215662,0.8686468400354441,0.9310087286986671
47,0.33928026734720085,0.9734650647471392,0.8378522402875623,0.868586304320542,1.0842895722363963
48,0.37059047744861656,0.9829629131445012,0.8379182839047647,0.8685257567699425,1.2355899215505908
49,0.40245483898937984,0.9903926402011067,0.8379843166710524,0.8684651973855899,1.3813547762381027
50,0.4347369038885397,0.9957224306867163,0.8380503385843051,0.8684046261694289,1.518159199569463
51,0.4672984353846415,0.998929461619283,0.8381163496424027,0.8683440431234045,1.6427887919334467
52,0.49999999999723366,1.0,0.8381823498432256,0.868283448249462,1.7523152173633758
53,0.5327015646134678,0.9989294616194069,0.8382483391846545,0.8682228415495472,1.844165008636863
54,0.5652630961095818,0.9957224306869636,0.8383143176645702,0.8681622230256063,1.9161800342624782
55,0.5975451610051938,0.9903926402021861,0.8383802852808542,0.8681015926795859,1.9666682066390215
56,0.6294095225495533,0.9829629131449915,0.8384462420313883,0.8680409505134327,1.994443239835279
57,0.660719732651005,0.9734650647477483,0.8385121879140544,0.8679802965290939,1.9988525229653322
58,0.6913417161796931,0.9619397662568246,0.838578122926735,0.8679196307285176,1.9797924541306908
59,0.7211443451077719,0.9484363707671967,0.8386440470673128,0.8678589531136516,1.9377108746829725
60,0.7499999999993348,0.9330127018926034,0.838709960333671,0.8677982636864441,1.8735965466102142
61,0.7777851165071014,0.9157348061530766,0.8387758627236929,0.8677375624488441,1.788955920248976
62,0.804380714502704,0.8966766701468885,0.8388417542352624,0.867676849402801,1.6857777382914594
63,0.8296729075493363,0.8759199037401009,0.8389076348662637,0.867616124550264,1.5664863076415998
64,0.8535533905934369,0.8535533905931105,0.8389735046145813,0.8675553878931832,1.4338845371452216
65,0.8759199037380065,0.8296729075517245,0.8390393634780999,0.867494639433509,1.2910880795652389
66,0.8966766701449549,0.804380714505224,0.839105211454705,0.8674338791731919,1.14145212524216
67,0.9157348061513119,0.7777851165097425,0.8391710485422818,0.8673731071141833,0.9884925674330397
68,0.9330127018910153,0.7500000000020854,0.8392368747387269,0.8673123232584246,0.8358033918664565
69,0.9484363707657918,0.7211443451106208,0.8393026900419054,0.8672515276078872,0.6869722312711465
70,0.9619397662556091,0.6913417161826276,0.8393684944497146,0.8671907201645135,0.545496069246806
71,0.9734650647467273,0.6607197326540128,0.8394342879600414,0.8671299009302561,0.4146990740413226
72,0.9829629131441695,0.6294095225526215,0.8395000705707731,0.8670690699070682,0.2976544928620369
73,0.9903926402015665,0.5975451610083091,0.8395658422797972,0.8670082270969028,0.19711244185319154
74,0.9957224306865491,0.565263096112731,0.839631603085002,0.866947372501714,0.11543528857146979
75,0.998929461619199,0.5327015646166374,0.8396973529842755,0.8668865061234557,0.05454214501165536
76,1.0,0.50000000000041,0.8397630919755066,0.8668256279640825,0.015863775561467182
77,0.9989294616194907,0.467298435387811,0.8398288200565843,0.866764738025549,0.0003089793130395729
78,0.995722430687131,0.4347369038916889,0.8398945372253981,0.8667038363098107,0.00824323663273027
79,0.9903926402017265,0.4024548389924951,0.8399602434798377,0.8666429228188232,0.03948012172510659
80,0.9829629131453232,0.3705904774516847,0.8400259388177931,0.8665819975545423,0.09328568294736213
81,0.9734650647481602,0.3392802673502086,0.8400916232371547,0.8665210605189246,0.16839568796794738
82,0.9619397662559229,0.30865828381813,0.8401572967358135,0.8664601117139268,0.26304532856606
83,0.9484363707677635,0.2788556548933776,0.8402229593116608,0.8663991511415059,0.37501068711877206
84,0.9330127018932443,0.25000000000177525,0.8402886109625877,0.8663381788036194,0.5016609904539565
85,0.9157348061517674,0.22221488349093943,0.8403542516864863,0.8662771947022254,0.6400204233705503
86,0.896676670145454,0.19561928549542656,0.8404198814812487,0.866216198839282,0.7868380492533451
87,0.875919903740946,0.1703270924516272,0.8404855003447675,0.866155191216748,0.9386641951453812
