,day sin,day cos,year sin,year cos,0x16cb02173ebf3059efdc97fd1819f14a2,0x1c9d08cd16fce04790ef900695861e786,0x1612e4cbe3b1b85c3dbcaeaa504ee8424,0x20158d36236a640cf0524dba149459169,0xc305005dcb1ed6128d816954c5ab9e7e,0xed7bfe627d07d57c704bfcd76b05b2c4,0x16f67b7666163486f78fdeee3fa79e760,0x1d9947dd524e62a35601ba411b128407e,0x12235f06eab722f9b25a97a7adcbf44ec,0x13a6d6005b67c299ced4374f17cba0e7b,0x1506e734dfc92653f622e19432e441239,0x162b92a4fb02c9c886992689d17bbadc0,0xe10ba24fa6b35ed8520f7e78c07f930b,0xf0caac31215c6cca3582bc21f486f134,0x89ba32a1eb432357ffef537afec4fa9b,0x15aae59ce42141f26f08f05b819d69fc0,0x15278387260c46df3f6a9cb25ae93db95,0xfdbbc49a2f598a936af20a9fbf60f2b0,0xbdb10c115e5316d8ff2e9fd8242fb654,0x186b089e085e96ca5addb5930164bb446,0x15e569a098b780a0aaf18773ebbf56882,0xe95ff9f59f25e5b745cf668292b7ebec,0x10e911ba4858d6bab37fbbf021e47f360,0x1b8ef214e8b4e03dfbb519b0f125945b1,0x1f0499790d4ecad409d51ae36ebe2a94d,0x141f97333f77cc67fdf4a8ed0b5d33a7a,0xecdafd676394bf32be2783e4773af544,0xbea72e0834971472afb59362d96e8c6c,0x1c6e0a657f98efb3d47c49c1734f31938,0x63125a43491c481616743367428cf917,0x11579b3b4c78da596bb3f48f6d10d513c,0x11fc4b7a356c958f56079ab5b90e73bfa,0xf8ebf21ca7a1eb69998aa13802beee42,0x1b2bb27f3729c833c6a95c938b81a8084,0xdd400200c7562dc0599f58cbe1a3fc65,0xf489afd0657a6582750a3c1b8bcd2e70,0x9a91576391f4d587c16911026c3dc5b1,0xe9a1a3a6e5759bd8d2722e4e5a0918e0,0x1f65bc4e02de242f562b86b01e025fc96,0x1cffbe319966893e86075780b08638fd0,0x189b3148799f04eea9a1336e67be3c27e,0x1ba31715353e9c2c7bdb56699053573d2,0x1990c5eee990661603fa04a2a26fb3ecc,0x1ab831b8bec4e61eaead27aa85ebb9fb5,0xc49551cc778e34ae322885adc4e90fdb,0x107f941ffda63a5d3a76418f5ee64f49c,0xbed8c33ce7ec7b2558ac0daad2a1af5e,0x190f95d157384d46dc53faa423100e1db,0x1b50e799f7da3f3154ac1b586f0820876,0x1e9b57ac240b395cc6e8e99f05a438cec,0x15fbe11397f3325c9fed42c7091d234a2,0xddc2494a8bb2bf6f73ec4b05b77e000d,0x51e7d40167b5c573a27432783b6ff5f6,0xf2a8bc3a1df011c0609a561b6473b4b3,0xb0d49f0fd521ac41c5a32ffee761cc95,0x10c46fc86e6789c7e4480b90ccc9d04f3,0x12342fbadc0ca9418f2d540bb3cb8364a,0x16d1816bc5d185c47de080d4c6a64bc9a,0x14f480f24c435af1b8574c1c6bab38a1c,0x1c7fc724d0a4f89ed1de8a0a4b302db22,0x187454451b5ef5c6ad7377c21d9adbfe2
0,-0.26105238444341583,1.9828897227471847,0.9100924025285541,-1.7809356582593894,0.20201388888888888,0.16252173913043477,0.2586710526315789,0.21476276276276274,0.1510503144654088,0.24329850746268655,0.27264,0.26826086956521744,0.18768560606060605,0.1982794117647059,0.2493636363636364,0.09599999999999999,0.13573809523809524,0.22862454873646207,0.1875892857142857,0.32870731707317075,0.28231313131313135,0.2290514018691589,0.19025203252032521,0.180873417721519,0.24153947368421053,0.41794444444444445,0.09877777777777777,0.22793333333333335,0.07871428571428571,0.4468571428571429,0.2834285714285714,0.07382142857142858,0.16857894736842105,0.2053095238095238,0.26127272727272727,0.18290476190476188,0.17643478260869563,0.2575,0.193,0.21210344827586206,0.21583333333333332,0.3771363636363636,0.22,0.23900000000000002,0.0970625,0.3052,0.23520689655172414,0.22726315789473683,0.29295,0.442,0.5884,0.26566666666666666,0.16344444444444445,0.04825,0.09379999999999997,0.461,0.14244444444444446,0.23264705882352943,0.21949999999999992,0.13918518518518516,0.32999999999999996,0.20683333333333334,0.26218421052631574,0.1545625,0.2796923076923077
1,-0.13080625847351385,1.99571784647634,0.9097732520940746,-1.7810987142138337,0.20653125,0.10373913043478261,0.24818421052631576,0.1843153153153153,0.1961194968553459,0.23553731343283582,0.23488,0.23506159420289854,0.21507386363636363,0.1990294117647059,0.19686363636363638,0.192,0.1463095238095238,0.24802888086642597,0.2512202380952381,0.26082926829268294,0.30044444444444446,0.22135046728971963,0.21349186991869917,0.17731645569620252,0.22327631578947366,0.1443888888888889,0.08088888888888886,0.3892666666666667,0.224,0.3227857142857143,0.1902857142857143,0.13289285714285715,0.30726315789473685,0.20757142857142857,0.2761818181818182,0.3120952380952381,0.18139130434782608,0.3044,0.3134375,0.1963448275862069,0.23697619047619045,0.2879772727272727,0.2576428571428572,0.06985714285714284,0.12293749999999999,0.3781333333333333,0.2742758620689655,0.3182631578947368,0.243675,0.175,0.3738,0.27388888888888885,0.24655555555555556,0.04399999999999995,0.13440000000000002,0.09260000000000002,0.13744444444444445,0.22735294117647054,0.23583333333333334,0.13514814814814816,0.8545,0.25633333333333336,0.2985263157894737,0.226125,0.19307692307692306
2,-8.619075197922815e-12,2.0,0.9094540724458106,-1.7812617129753086,0.2237638888888889,0.14004347826086957,0.2697894736842105,0.19504504504504505,0.22323270440251572,0.2590746268656717,0.29428,0.24307608695652175,0.19781249999999997,0.23926470588235293,0.3804090909090909,0.08600000000000001,0.14426190476190476,0.255586642599278,0.24147619047619046,0.22160975609756098,0.2228989898989899,0.2705841121495327,0.18956504065040652,0.2267151898734177,0.18132894736842103,0.24316666666666664,0.13622222222222222,0.20333333333333334,0.11085714285714286,0.29,0.3467142857142857,0.091,0.2213684210526316,0.29269047619047617,0.1650909090909091,0.3144285714285714,0.23143478260869568,0.21339999999999998,0.1973125,0.18,0.24821428571428572,0.3305909090909091,0.2619285714285714,0.14057142857142857,0.09575,0.331,0.18132758620689654,0.232,0.230275,1.891,0.4508,0.23977777777777776,0.23479629629629628,0.31475,0.10419999999999999,0.4788,0.13922222222222222,0.1913529411764706,0.3618333333333333,0.24474074074074073,0.867,0.29491666666666666,0.2800789473684211,0.19925,0.13646153846153844
3,0.1308062584563126,1.9957178464774674,0.9091348635939608,-1.7814246545386057,0.23052430555555553,0.08626086956521739,0.24055263157894738,0.19903903903903905,0.1599937106918239,0.2604776119402985,0.16763999999999998,0.2709891304347826,0.21975568181818184,0.2391176470588235,0.16877272727272727,0.19724999999999998,0.18453571428571428,0.2510361010830325,0.2054583333333333,0.272780487804878,0.215020202020202,0.2882803738317757,0.20972764227642277,0.19200632911392404,0.29739473684210527,0.4136666666666666,0.31533333333333335,0.308,0.08385714285714282,0.22185714285714284,0.3952857142857143,0.16710714285714284,0.2428421052631579,0.2630892857142857,0.19072727272727272,0.28185714285714286,0.216,0.3165,0.245,0.20206896551724135,0.2255714285714286,0.24184090909090908,0.42364285714285715,0.11657142857142858,0.13225,0.306,0.2353103448275862,0.22857894736842105,0.24442499999999998,0.252,0.2352,0.10155555555555554,0.22546296296296298,0.05525,0.08879999999999998,0.05819999999999999,0.15994444444444444,0.23829411764705882,0.5153333333333333,0.22503703703703704,1.4515,0.23166666666666666,0.38389473684210523,0.160375,0.24184615384615385
4,0.26105238444075257,1.9828897227475353,0.9088156255488765,-1.781587538898441,0.22878125,0.19856521739130437,0.26873684210526316,0.21043543543543544,0.18954716981132078,0.21601492537313435,0.23952,0.2756702898550724,0.21659848484848485,0.21247058823529413,0.17086363636363636,0.116125,0.1771547619047619,0.24437906137184115,0.21439880952380952,0.24917073170731704,0.2507979797979798,0.26967757009345794,0.18724796747967482,0.19658227848101265,0.2748552631578947,0.2001666666666667,0.20333333333333334,0.26486666666666664,0.046428571428571416,0.26135714285714284,0.5355714285714286,0.1456785714285714,0.23900000000000002,0.2332857142857143,0.3901818181818182,0.2077142857142857,0.24756521739130438,0.23650000000000002,0.2025625,0.18734482758620688,0.19601190476190475,0.2705909090909091,0.22814285714285715,0.17300000000000001,0.09654166666666668,0.2366,0.28686206896551725,0.2874210526315789,0.231,0.22,0.29359999999999997,0.10277777777777776,0.17972222222222223,0.03425,0.0571,0.12719999999999998,0.14061111111111113,0.16558823529411765,0.3841666666666667,0.16011111111111112,0.8595,0.2335,0.19407894736842105,0.1544375,0.21484615384615385
5,0.39018064402317454,1.9615705608082674,0.9084963583207583,-1.7817503660496103,0.19009375,0.0938695652173913,0.17032894736842105,0.19277477477477478,0.14870440251572326,0.19552238805970149,0.24875999999999998,0.27904710144927536,0.20842992424242424,0.23997058823529413,0.24759090909090908,0.07574999999999998,0.1279404761904762,0.2324205776173285,0.17541666666666667,0.26439024390243904,0.24095959595959596,0.2570233644859813,0.18739837398373985,0.14946835443037976,0.252,0.2061111111111111,0.1582222222222222,0.2533333333333333,0.09385714285714286,0.30657142857142855,0.2702857142857143,0.09571428571428572,0.21305263157894738,0.22713095238095238,0.2218181818181818,0.19585714285714287,0.21804347826086956,0.19490000000000002,0.222375,0.17917241379310345,0.21776190476190477,0.32631818181818184,0.15371428571428572,0.062,0.076625,0.3124666666666666,0.29260344827586204,0.29689473684210527,0.2667,0.182,0.48339999999999994,0.15933333333333333,0.24587037037037035,0.16424999999999998,0.0974,0.061,0.10427777777777777,0.13564705882352943,0.17733333333333332,0.16166666666666668,0.6565,0.26858333333333334,0.32242105263157894,0.3541875,0.2863076923076923
6,0.5176380902005762,1.931851652579333,0.9081770619198579,-1.781913135986885,0.21320659722222224,0.13678260869565217,0.16689473684210526,0.18460960960960962,0.15243396226415093,0.19043283582089554,0.19091999999999998,0.2951231884057971,0.18495643939393938,0.2352794117647059,0.3229545454545455,0.130125,0.1411547619047619,0.23366787003610107,0.19770833333333332,0.20070731707317072,0.2386060606060606,0.1965233644859813,0.22076422764227643,0.2222151898734177,0.26823684210526316,0.1568333333333333,0.19322222222222224,0.20013333333333333,0.05857142857142856,0.3502142857142857,0.4541428571428571,0.17264285714285713,0.316578947368421,0.19992857142857143,0.272,0.13166666666666668,0.22465217391304346,0.2358,0.1839375,0.1327241379310345,0.20099999999999996,0.23279545454545456,0.31507142857142856,0.14142857142857143,0.19572916666666665,0.25106666666666666,0.3104310344827586,0.224,0.25179999999999997,0.1969999999999999,0.4022,0.123,0.24614814814814814,0.20325,0.09559999999999999,0.3318,0.10272222222222221,0.16758823529411765,0.17800000000000002,0.13103703703703704,0.2565,0.26016666666666666,0.2740526315789474,0.1479375,0.21953846153846154
7,0.6428789306063366,1.8938602589902067,0.9078577363564286,-1.7820758487050379,0.2165989583333333,0.17691304347826087,0.23425,0.16855855855855856,0.17298742138364778,0.24562686567164174,0.22172,0.26606884057971014,0.1653181818181818,0.23463235294117646,0.22936363636363638,0.20325,0.1408095238095238,0.2364115523465704,0.1568452380952381,0.17546341463414633,0.23387878787878788,0.1964626168224299,0.206869918699187,0.23096835443037975,0.3115131578947368,0.22644444444444442,0.06144444444444444,0.17966666666666667,0.1617142857142857,0.3349285714285714,0.24185714285714285,0.11621428571428571,0.17399999999999996,0.1844702380952381,0.3947272727272727,0.20999999999999996,0.1487391304347826,0.1723,0.08475,0.18693103448275863,0.21010714285714288,0.26295454545454544,0.2909285714285715,0.052428571428571415,0.09645833333333331,0.24860000000000002,0.24598275862068963,0.1586842105263158,0.22085,0.261,0.3468,0.17277777777777778,0.18996296296296294,0.04575,0.1199,0.0744,0.12494444444444446,0.17552941176470585,0.28400000000000003,0.17866666666666664,0.678,0.22816666666666663,0.18592105263157896,0.2071875,0.25753846153846155
8,0.7653668647210324,1.8477590650263624,0.9075383816407241,-1.7822385041988447,0.18535243055555556,0.20226086956521735,0.23277631578947366,0.18595495495495495,0.1849496855345912,0.21991044776119403,0.3036,0.22091304347826088,0.1791117424242424,0.22838235294117645,0.11959090909090908,0.08862499999999998,0.14861904761904762,0.20763898916967508,0.17811904761904762,0.24446341463414634,0.208030303030303,0.18678971962616822,0.18220731707317073,0.196,0.1656578947368421,0.13444444444444445,0.04711111111111111,0.155,0.12728571428571425,0.1942142857142857,0.1481428571428571,0.1744642857142857,0.13421052631578947,0.17659523809523808,0.2530909090909091,0.12376190476190477,0.1743913043478261,0.27759999999999996,0.144375,0.13237931034482758,0.17820238095238095,0.24449999999999997,0.13964285714285715,0.09085714285714284,0.15308333333333332,0.24100000000000002,0.25663793103448274,0.13905263157894737,0.24969999999999998,1.507,0.30779999999999996,0.1011111111111111,0.13392592592592592,0.1455,0.10469999999999997,0.05999999999999998,0.09722222222222221,0.21641176470588233,0.4336666666666667,0.12192592592592592,0.212,0.22366666666666668,0.29192105263157897,0.1851875,0.22076923076923077
9,0.8845773804332817,1.7937454830677046,0.9072189977829992,-1.7824011024630821,0.19307291666666665,0.131,0.20226315789473684,0.20380480480480478,0.19037106918238994,0.16797014925373133,0.23024,0.23627898550724635,0.1610871212121212,0.20151470588235293,0.1329090909090909,0.06525,0.18733333333333335,0.1940956678700361,0.18838690476190476,0.1854390243902439,0.19414141414141414,0.22881308411214954,0.19728455284552845,0.1847405063291139,0.2133684210526316,0.2792222222222222,0.13355555555555557,0.1654,0.189,0.2327142857142857,0.11857142857142858,0.1554642857142857,0.19257894736842104,0.1792142857142857,0.17127272727272727,0.14695238095238095,0.3088695652173913,0.1637,0.2349375,0.15917241379310343,0.18382142857142852,0.3243181818181818,0.20442857142857143,0.10642857142857143,0.10129166666666667,0.22966666666666669,0.2311206896551724,0.14115789473684207,0.28555,0.44,0.545,0.10655555555555551,0.1913148148148148,0.06049999999999995,0.1044,0.2838,0.13444444444444445,0.1728235294117647,0.2248333333333333,0.2002962962962963,0.34450000000000003,0.4911666666666667,0.22273684210526318,0.3466875,0.2692307692307692
